children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,purpose_short
0,-1046.2510902982783,38,masters degree,0,civil partnership,1,F,employee,0,139638.76315262626,property renovation,property
0,-1542.4428618568866,43,secondary education,1,civil partnership,1,F,employee,0,77229.31746953723,having a wedding,wedding
0,,42,secondary education,1,unmarried,4,M,employee,0,,housing,house
0,-457.4765817807712,64,secondary education,1,married,0,M,employee,0,158983.31643114932,to own a car,car
0,-3175.9417242938207,54,secondary education,1,unmarried,4,F,employee,0,146857.37912831365,purchase of a car,car
0,-2979.677410755023,45,masters degree,0,unmarried,4,F,employee,0,475841.13941093365,buying property for renting out,property
0,-9838.162642913308,60,SECONDARY EDUCATION,1,married,0,F,employee,0,126500.45043789464,purchase of the house,house
0,-5676.308111608232,52,masters degree,0,divorced,3,F,employee,0,105557.34550879296,transactions with the residential real estate,estate
0,-10093.85847887834,72,masters degree,0,unmarried,4,F,partner,0,264196.4791714121,property renovation,property
2,-1744.1363080104718,39,SECONDARY EDUCATION,1,married,0,F,employee,0,149847.14818584907,buy residential real estate,estate
1,-1829.712532246568,25,secondary education,1,married,0,F,partner,1,91838.93910221149,transactions with my real estate,estate
1,-2793.246657004593,42,secondary education,1,married,0,F,employee,0,180645.84258506625,transactions with my real estate,estate
0,-2271.0033744946068,58,secondary education,1,married,0,M,employee,0,331863.26739277126,real estate transactions,estate
0,-131.21261173741414,57,secondary education,1,married,0,F,employee,0,122846.40615843463,transactions with the residential real estate,estate
0,-387.8625744885632,34,masters degree,0,divorced,3,F,partner,0,126070.08086433363,purchase of my own house,house
0,341341.4541594902,41,secondary education,1,married,0,M,retiree,0,252057.56297525807,property,property
2,-1182.9494926434213,32,secondary education,1,married,0,F,employee,0,75034.96543539234,housing,house
0,-653.8363502753127,48,secondary education,1,married,0,F,employee,0,146000.41312515194,profile education,education
1,,33,secondary education,1,married,0,M,employee,1,,buy real estate,estate
0,383534.18507715967,66,secondary education,1,married,0,M,retiree,0,108926.65720010208,real estate transactions,estate
1,-1849.1756843872167,41,secondary education,1,married,0,F,employee,0,140508.5308840384,building a real estate,estate
0,,48,masters degree,0,unmarried,4,F,retiree,0,,buy real estate,estate
0,334483.49305407715,52,primary education,3,unmarried,4,F,retiree,0,68110.56709861358,getting an education,education
0,-3197.266132028025,55,masters degree,0,divorced,3,F,partner,0,408135.8092663124,going to university,education
0,-648.8109887944189,36,secondary education,1,divorced,3,F,employee,0,124197.27849234053,buying a second-hand car,car
0,,49,masters degree,0,married,0,F,partner,0,,buy commercial real estate,estate
0,-2502.559852912973,42,masters degree,0,married,0,F,partner,0,242327.52875181127,property renovation,property
2,-120.49655494476782,35,secondary education,1,civil partnership,1,M,partner,0,155452.96837461804,to have a wedding,wedding
1,373750.0250848357,55,secondary education,1,married,0,F,retiree,0,99946.33163000357,buying property for renting out,property
0,,71,Secondary Education,1,civil partnership,1,F,retiree,0,,having a wedding,wedding
0,-602.9099386050323,44,secondary education,1,unmarried,4,F,partner,0,96541.23239585508,buy commercial real estate,estate
0,-11778.141032451796,53,secondary education,1,married,0,F,employee,0,52003.75017302561,housing,house
0,338780.2479756434,62,masters degree,0,married,0,F,retiree,0,568411.3364410624,to get asupplementary education,education
0,,29,masters degree,0,married,0,F,civil servant,0,,real estate transactions,estate
1,-3019.02090391162,37,secondary education,1,married,0,M,partner,0,258767.86374230945,purchase of the house for my family,house
1,-598.7299678388863,27,masters degree,0,civil partnership,1,M,employee,0,229425.8767743932,wedding ceremony,wedding
0,,23,Secondary Education,1,unmarried,4,M,employee,0,,buying property for renting out,property
0,-2559.01220502733,48,secondary education,1,married,0,F,employee,0,281452.56765032763,housing transactions,house
0,339683.43492493936,70,primary education,3,married,0,M,retiree,0,237703.4119712252,purchase of the house for my family,house
1,-1253.2825591332485,50,secondary education,1,widow / widower,2,F,employee,0,251569.3844414788,purchase of my own house,house
0,-1161.2793114176948,58,secondary education,1,married,0,F,employee,0,273739.1343021049,purchase of my own house,house
0,-1568.3865035217584,27,secondary education,1,civil partnership,1,M,employee,0,138982.22589722346,car,car
0,-3265.2246658005547,36,secondary education,1,unmarried,4,F,employee,0,347307.9867196421,real estate transactions,estate
0,-5352.038180171327,58,academic degree,4,married,0,M,employee,0,268411.2145355859,going to university,education
1,354397.3777464073,36,secondary education,1,divorced,3,F,retiree,0,115340.17514352936,transactions with the residential real estate,estate
2,-1368.2114178127956,31,secondary education,1,married,0,F,employee,0,58334.46914268268,profile education,education
1,338834.70301542804,62,secondary education,1,civil partnership,1,F,retiree,0,203102.7983355253,to have a wedding,wedding
0,-908.175989541218,36,masters degree,0,married,0,M,employee,0,168629.24764905588,going to university,education
0,-4380.430239877392,52,secondary education,1,civil partnership,1,F,employee,0,139880.8325911964,having a wedding,wedding
0,396389.605378489,59,masters degree,0,divorced,3,F,retiree,0,153851.01787240928,buying my own car,car
0,-1871.5652745416544,57,masters degree,0,widow / widower,2,F,civil servant,0,184722.7410541643,building a property,property
0,398390.7753949195,55,secondary education,1,married,0,M,retiree,0,75418.2576885818,transactions with the residential real estate,estate
0,-1434.28130487097,30,secondary education,1,civil partnership,1,M,employee,0,144784.56063552535,transactions with my real estate,estate
1,-766.9569230044807,33,secondary education,1,married,0,F,employee,0,144163.58053906437,car,car
0,356107.2563430075,62,secondary education,1,married,0,F,retiree,0,138001.5617426745,buy commercial real estate,estate
0,-655.3654268386601,26,masters degree,0,divorced,3,F,employee,0,284416.8870735308,car purchase,car
0,-212.0791810804838,41,secondary education,1,married,0,F,employee,0,119948.7161356902,transactions with the residential real estate,estate
2,-1064.8543330732762,35,secondary education,1,civil partnership,1,F,partner,0,163591.20932261972,wedding ceremony,wedding
0,-3673.361929232833,34,secondary education,1,married,0,F,partner,0,62001.39413415812,second-hand car purchase,car
0,-1415.6997184928491,59,secondary education,1,married,0,M,employee,0,153869.29117570544,real estate transactions,estate
0,-5372.012454515555,47,secondary education,1,married,0,F,partner,0,69357.28496044531,purchase of the house for my family,house
0,-2358.485102137298,61,secondary education,1,divorced,3,M,partner,0,189082.07000945773,purchase of the house for my family,house
0,-4191.78558839086,40,secondary education,1,civil partnership,1,F,employee,1,197017.0301571753,car,car
0,-189.80817116965733,41,masters degree,0,unmarried,4,M,employee,0,51298.89212130586,housing,house
0,-2129.430666318573,43,secondary education,1,married,0,M,employee,0,136161.03246225012,buying my own car,car
0,-4221.240607407191,57,secondary education,1,married,0,F,employee,0,129767.27279462654,buying property for renting out,property
0,349442.7977675009,59,secondary education,1,married,0,F,retiree,0,104962.19166860354,buying a second-hand car,car
0,356941.1265899729,56,secondary education,1,married,0,M,retiree,0,183256.2636538052,housing,house
0,-722.2665255059726,27,masters degree,0,civil partnership,1,F,employee,0,336752.9200854645,housing,house
0,346471.0634252865,56,primary education,3,married,0,F,retiree,1,114042.034520178,to get asupplementary education,education
0,396881.25707974896,61,SECONDARY EDUCATION,1,married,0,F,retiree,0,77679.55183954054,to get asupplementary education,education
2,-5256.278437758533,37,masters degree,0,married,0,F,partner,0,68352.70274020589,to own a car,car
0,-2857.676846124402,53,secondary education,1,civil partnership,1,F,partner,0,113790.59879769303,to have a wedding,wedding
0,-1297.509978681156,27,secondary education,1,unmarried,4,M,employee,0,169659.4628298629,purchase of a car,car
0,-3349.394580597705,56,secondary education,1,civil partnership,1,M,employee,0,167186.66183928814,to have a wedding,wedding
0,-956.0609548438824,47,secondary education,1,married,0,M,employee,0,102983.8000497592,profile education,education
0,382326.1799336037,68,bachelor degree,2,married,0,F,retiree,0,91272.19862834232,building a real estate,estate
1,-2417.5759186611763,32,masters degree,0,divorced,3,F,partner,0,145239.9257699985,buying a second-hand car,car
1,-1667.3308988748377,32,SECONDARY EDUCATION,1,married,0,F,partner,0,109155.0204287488,going to university,education
1,-1988.4990962150384,25,Secondary Education,1,civil partnership,1,M,employee,0,137365.32465026752,construction of own property,property
1,-1553.8307113335004,43,secondary education,1,married,0,M,employee,0,115092.28152288744,property renovation,property
2,-91.89424160306795,39,bachelor degree,2,married,0,M,partner,0,266519.7367183244,purchase of my own house,house
0,-286.6362247493617,46,secondary education,1,unmarried,4,F,employee,0,114655.35691788224,to own a car,car
1,-880.493666562471,24,masters degree,0,married,0,F,employee,0,121448.1587740822,getting an education,education
0,-2774.80536542747,54,secondary education,1,unmarried,4,F,partner,0,659193.2148223051,buying a second-hand car,car
2,-1318.470586486129,40,secondary education,1,widow / widower,2,F,partner,0,73040.97750600429,transactions with my real estate,estate
0,-503.88753455129137,23,masters degree,0,unmarried,4,M,partner,0,66796.54850014077,buy real estate,estate
1,-2523.946040304445,26,masters degree,0,married,0,F,civil servant,0,133386.95254820757,purchase of the house,house
1,-729.4129327233525,29,masters degree,0,married,0,F,employee,0,136764.78555271562,education,education
0,349323.9405671461,68,masters degree,0,married,0,M,retiree,1,169464.93805587725,buy real estate,estate
1,-3495.0579848501434,53,secondary education,1,married,0,M,employee,0,129870.09756386036,real estate transactions,estate
0,,65,secondary education,1,unmarried,4,F,retiree,0,,buying a second-hand car,car
1,-4795.985857501299,50,secondary education,1,civil partnership,1,F,employee,0,351268.29686858115,profile education,education
0,-1081.8255228923456,56,secondary education,1,married,0,M,partner,0,337271.3610696754,purchase of the house for my family,house
0,367668.2237021196,69,primary education,3,divorced,3,F,retiree,0,49034.07494439573,education,education
1,-2213.549892746617,30,masters degree,0,married,0,M,employee,0,281681.7209376857,buying property for renting out,property
1,-1781.4131576483933,32,masters degree,0,married,0,M,employee,0,145792.8235302858,construction of own property,property
0,-3617.168601708587,48,secondary education,1,unmarried,4,M,employee,1,214785.65401414863,getting higher education,education
2,-3624.475148240233,42,bachelor degree,2,married,0,F,employee,1,99707.54041094203,building a property,property
0,354577.0884358603,59,secondary education,1,married,0,F,retiree,0,106109.38953603608,purchase of the house,house
0,-2254.086850992361,46,SECONDARY EDUCATION,1,married,0,F,employee,0,79197.8699013969,property renovation,property
0,-419.6855909494764,44,masters degree,0,married,0,F,partner,0,256027.87664922955,purchase of my own house,house
0,-2025.614935354581,60,secondary education,1,married,0,M,partner,0,178325.6976751506,education,education
0,-943.4485742529212,22,secondary education,1,unmarried,4,M,employee,0,154707.91532310407,purchase of my own house,house
0,-3163.181620474048,55,masters degree,0,divorced,3,F,employee,0,215881.3715537156,second-hand car purchase,car
0,-1478.7037335607629,42,secondary education,1,civil partnership,1,F,partner,0,133419.22013153695,having a wedding,wedding
0,-417.4829277831205,48,masters degree,0,married,0,F,partner,0,265081.85185095586,getting higher education,education
0,-8922.173304546875,58,secondary education,1,married,0,F,employee,0,165067.01095231235,buy real estate,estate
0,330505.8586830517,61,secondary education,1,married,0,F,retiree,0,73418.82282360861,purchase of a car,car
0,343599.5028475469,59,secondary education,1,civil partnership,1,F,retiree,1,93644.85983844665,property renovation,property
0,-1542.5921139731174,24,Secondary Education,1,civil partnership,1,M,employee,0,92710.24325278647,to have a wedding,wedding
1,-1528.7475176355954,24,bachelor degree,2,married,0,F,employee,0,99569.94373180674,purchase of the house for my family,house
0,396689.04102102097,58,secondary education,1,widow / widower,2,M,retiree,0,128298.46423394867,supplementary education,education
1,-2233.7713880271253,40,secondary education,1,married,0,M,partner,1,67952.78600322266,building a property,property
1,-280.5771489570087,35,secondary education,1,married,0,F,partner,1,121635.36883728106,university education,education
0,-301.33370708065064,36,Primary Education,3,unmarried,4,M,civil servant,0,190912.17834875587,building a real estate,estate
1,-331.56380812938187,54,secondary education,1,civil partnership,1,F,employee,0,147988.32743507015,having a wedding,wedding
2,-2087.509660633785,29,secondary education,1,married,0,M,employee,0,396381.2022388207,buy commercial real estate,estate
2,,34,Secondary Education,1,civil partnership,1,F,employee,1,,to buy a car,car
0,372202.1694081164,64,secondary education,1,divorced,3,F,retiree,0,89595.24985130654,real estate transactions,estate
1,-2496.163963811212,49,secondary education,1,married,0,M,partner,0,216120.26902062245,transactions with the residential real estate,estate
1,-665.7013367872713,26,MASTERS DEGREE,0,married,0,F,employee,0,134420.2393758453,purchase of my own house,house
0,-2230.805312676219,41,secondary education,1,civil partnership,1,M,employee,0,109964.51485490453,going to university,education
0,-1349.4640600470154,26,masters degree,0,married,0,F,employee,0,129636.10470812106,transactions with the residential real estate,estate
1,-729.4257528041646,47,secondary education,1,married,0,M,employee,1,218945.43811425625,building a real estate,estate
0,390059.9156865325,49,masters degree,0,unmarried,4,F,retiree,0,96802.0436670952,profile education,education
0,-2430.731755398381,28,Masters Degree,0,divorced,3,F,employee,1,336924.69824851275,property renovation,property
2,-2637.0660176200745,33,masters degree,0,married,0,F,civil servant,0,126536.85930058266,buy commercial real estate,estate
1,-2481.925664753017,40,secondary education,1,widow / widower,2,F,civil servant,0,205567.3366204659,buy real estate,estate
0,-8101.99104771903,44,masters degree,0,civil partnership,1,F,employee,0,225891.02990147183,to have a wedding,wedding
0,382096.1353224553,64,masters degree,0,civil partnership,1,F,retiree,0,315761.6156898777,purchase of a car,car
1,-4516.861732502688,45,secondary education,1,married,0,M,employee,1,218742.6410428372,real estate transactions,estate
1,-1117.2678687929415,39,secondary education,1,unmarried,4,M,employee,0,212286.95495306785,profile education,education
0,,53,secondary education,1,married,0,F,employee,0,,housing,house
0,-8499.717827316628,52,secondary education,1,civil partnership,1,F,employee,0,254246.1958315438,housing transactions,house
1,-1162.4742085476128,28,masters degree,0,married,0,F,employee,0,99742.64967696444,building a real estate,estate
0,394085.91109522025,59,secondary education,1,civil partnership,1,F,retiree,0,144501.2128475479,wedding ceremony,wedding
0,-961.485327372814,29,bachelor degree,2,married,0,M,employee,1,822426.0173238589,getting an education,education
0,-379.9420167948976,48,secondary education,1,married,0,F,employee,0,230370.1000516157,buying a second-hand car,car
1,-249.3185188831885,31,masters degree,0,civil partnership,1,F,employee,0,103755.04082491194,having a wedding,wedding
1,-4460.41318541275,33,secondary education,1,married,0,M,employee,0,359077.18964500155,going to university,education
0,345409.2140654642,72,secondary education,1,widow / widower,2,F,retiree,0,115678.60706321796,property,property
1,-902.5003699877371,32,secondary education,1,married,0,M,employee,0,180179.6760152125,purchase of the house,house
0,-828.3741306609413,37,secondary education,1,divorced,3,M,employee,1,162000.32573475214,purchase of a car,car
0,-1721.861309123768,47,secondary education,1,unmarried,4,F,employee,0,77183.02024406445,buy real estate,estate
0,-122.5324174955714,35,secondary education,1,married,0,F,civil servant,0,370746.3267766853,going to university,education
0,-10326.194090734842,60,secondary education,1,married,0,F,employee,0,69672.45576770851,to buy a car,car
1,,42,secondary education,1,married,0,F,partner,0,,supplementary education,education
0,335436.8845107696,59,secondary education,1,married,0,F,retiree,0,110571.71340782724,buy commercial real estate,estate
1,-4669.807911948475,35,masters degree,0,civil partnership,1,M,employee,0,193671.392453196,to have a wedding,wedding
0,-4425.214519516084,31,secondary education,1,married,0,F,partner,0,189384.81587081632,property renovation,property
1,-348.6890433722965,25,masters degree,0,married,0,F,partner,0,136304.97186944366,housing transactions,house
1,,31,bachelor degree,2,unmarried,4,F,partner,0,,profile education,education
0,-440.1294497526945,57,secondary education,1,civil partnership,1,F,employee,0,198403.5998049049,wedding ceremony,wedding
0,-273.15856373498644,25,secondary education,1,married,0,F,partner,0,180177.40736955148,construction of own property,property
2,,46,secondary education,1,married,0,M,employee,0,,car,car
1,-3483.3984531447118,43,masters degree,0,divorced,3,F,employee,0,206572.4269388084,university education,education
0,-558.8269253301872,55,secondary education,1,unmarried,4,F,employee,1,106318.7787739808,buy commercial real estate,estate
0,332038.32683235634,50,secondary education,1,civil partnership,1,F,retiree,0,152972.72214273695,buy commercial real estate,estate
2,-112.51753397531112,37,secondary education,1,divorced,3,F,partner,0,129516.40672670744,getting higher education,education
1,-635.2723238964891,49,secondary education,1,married,0,M,employee,0,106398.98606562686,buy commercial real estate,estate
0,-3782.904489161442,49,secondary education,1,widow / widower,2,F,employee,0,53429.051370631154,building a real estate,estate
0,,0,Masters Degree,0,divorced,3,F,retiree,0,,buy residential real estate,estate
0,-292.8456257270556,52,secondary education,1,unmarried,4,F,employee,0,160330.4714626523,purchase of my own house,house
0,-3366.2260559882952,65,secondary education,1,widow / widower,2,F,partner,0,86047.51337316787,buy commercial real estate,estate
0,-131.47069072419504,53,secondary education,1,married,0,F,civil servant,0,123277.8583553776,to buy a car,car
0,,64,Secondary Education,1,civil partnership,1,F,retiree,0,,to have a wedding,wedding
3,-2807.754004310443,33,masters degree,0,divorced,3,F,employee,0,173733.58687403097,real estate transactions,estate
0,,45,secondary education,1,married,0,M,partner,0,,housing transactions,house
0,367183.3317427605,60,Secondary Education,1,married,0,F,retiree,0,169498.41915627653,real estate transactions,estate
0,-4271.392671495649,52,secondary education,1,married,0,M,employee,0,141642.58624911873,education,education
1,-701.6491811713538,30,secondary education,1,married,0,M,employee,0,190724.4634803616,building a real estate,estate
0,351171.8631986677,71,secondary education,1,unmarried,4,F,retiree,0,97259.95412472024,education,education
0,366307.2359987285,61,secondary education,1,divorced,3,F,retiree,0,219212.2642078368,car,car
0,-176.48198276236744,25,secondary education,1,unmarried,4,F,employee,1,166340.36030696228,purchase of the house for my family,house
2,,52,masters degree,0,married,0,F,employee,0,,purchase of a car,car
0,-431.0906010128036,54,secondary education,1,widow / widower,2,F,employee,0,239843.3774840937,building a real estate,estate
0,-323.61919469366336,33,masters degree,0,civil partnership,1,F,employee,0,177365.34263289915,wedding ceremony,wedding
0,352557.8683473465,70,masters degree,0,widow / widower,2,M,retiree,1,101279.45894809948,purchase of my own house,house
3,-2921.1859338110844,27,secondary education,1,married,0,F,employee,0,461220.09927998367,purchase of my own house,house
0,-629.0485982155585,43,secondary education,1,unmarried,4,M,employee,1,92312.51070806965,to get asupplementary education,education
2,-442.51401543348817,28,secondary education,1,married,0,M,employee,0,179313.41943726054,building a property,property
0,,54,secondary education,1,married,0,F,partner,0,,buy real estate,estate
0,-4001.733433431537,55,secondary education,1,civil partnership,1,F,employee,0,182219.243637635,to have a wedding,wedding
0,378969.59100604727,66,secondary education,1,married,0,F,retiree,0,94028.15196008424,purchase of the house for my family,house
0,,37,secondary education,1,civil partnership,1,F,employee,1,,having a wedding,wedding
1,-607.0741369778697,32,primary education,3,civil partnership,1,M,employee,0,65833.32378123929,purchase of the house for my family,house
2,-4763.278492995723,38,secondary education,1,married,0,M,partner,0,210415.48768546944,buy real estate,estate
0,-765.8451414452287,26,secondary education,1,unmarried,4,M,employee,1,135238.84501214413,buying property for renting out,property
1,,23,secondary education,1,divorced,3,F,employee,0,,buy commercial real estate,estate
3,-254.4625892755466,43,secondary education,1,civil partnership,1,F,partner,0,135954.9766568437,wedding ceremony,wedding
0,-3267.612744207317,52,secondary education,1,married,0,M,employee,0,149472.96938225682,construction of own property,property
0,371798.89701518655,63,secondary education,1,widow / widower,2,F,retiree,0,204049.5431332089,to own a car,car
0,-1482.892719350194,43,secondary education,1,civil partnership,1,M,partner,0,176001.27088487984,wedding ceremony,wedding
1,-5766.056030440378,41,masters degree,0,married,0,F,partner,0,167163.31635446526,property renovation,property
0,370612.596875716,60,secondary education,1,married,0,F,retiree,0,103286.49770450756,transactions with the residential real estate,estate
0,381857.20985522034,60,secondary education,1,married,0,F,retiree,0,122564.85773480427,car,car
0,-829.4318728702501,42,secondary education,1,married,0,M,employee,0,120796.62141717615,buying property for renting out,property
1,-5484.668538705107,39,Masters Degree,0,married,0,F,employee,0,241765.6337673871,buy real estate,estate
1,-5694.235265108508,38,Secondary Education,1,divorced,3,F,employee,0,116933.91112606836,education,education
0,-8619.93830934714,49,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,451647.88515979896,to buy a car,car
1,-2989.0205317796344,30,secondary education,1,married,0,F,employee,0,161828.61729123176,buying property for renting out,property
0,374483.1676767811,55,secondary education,1,married,0,F,retiree,0,232889.4786900585,buy residential real estate,estate
0,-1370.0193799137282,49,masters degree,0,married,0,F,employee,0,220857.48472181716,supplementary education,education
0,-4619.353103462773,46,bachelor degree,2,civil partnership,1,M,partner,0,238638.1622464866,wedding ceremony,wedding
0,-771.7285805677973,39,secondary education,1,civil partnership,1,F,employee,0,79894.8831694521,wedding ceremony,wedding
0,-577.162340290363,43,secondary education,1,married,0,F,civil servant,0,114190.4791267114,purchase of a car,car
0,-4918.645374490438,58,secondary education,1,married,0,M,employee,0,189811.3184929881,housing,house
0,-2256.2191582633245,31,secondary education,1,civil partnership,1,M,employee,0,174263.06090730976,having a wedding,wedding
0,-138.9920679330217,24,secondary education,1,married,0,M,employee,0,143907.93804552944,property,property
0,,61,secondary education,1,widow / widower,2,F,retiree,1,,transactions with the residential real estate,estate
0,-1466.1731039659091,46,secondary education,1,civil partnership,1,F,civil servant,0,277626.25831304834,having a wedding,wedding
1,-792.2858813966507,22,masters degree,0,unmarried,4,F,partner,0,85405.94453064777,to get asupplementary education,education
4,-1181.1117016844944,36,masters degree,0,married,0,F,civil servant,0,154701.8352761523,purchase of the house,house
2,-4495.984365367436,30,secondary education,1,married,0,F,employee,0,163762.6963985118,building a property,property
0,-137.0339919213207,27,secondary education,1,civil partnership,1,M,partner,0,86654.9692055562,wedding ceremony,wedding
0,-1787.4461214962776,40,secondary education,1,married,0,F,employee,0,97546.05452460768,second-hand car purchase,car
0,,57,secondary education,1,married,0,F,retiree,1,,buying property for renting out,property
0,-2765.7964630547804,39,masters degree,0,divorced,3,M,partner,0,428268.7064432523,going to university,education
0,361640.7907100134,57,Secondary Education,1,civil partnership,1,M,retiree,0,78080.94897582734,transactions with my real estate,estate
1,-270.321916363266,42,secondary education,1,widow / widower,2,M,employee,0,133654.14894178172,property renovation,property
0,-1562.778764548974,36,secondary education,1,married,0,F,employee,0,103357.36920754524,buying my own car,car
0,,67,secondary education,1,married,0,F,retiree,0,,supplementary education,education
0,-738.8349805696338,43,secondary education,1,civil partnership,1,F,employee,0,135595.7376915013,having a wedding,wedding
0,342825.7967484418,60,secondary education,1,married,0,F,retiree,0,141949.57690248606,buy commercial real estate,estate
0,-2651.627656811231,39,masters degree,0,unmarried,4,F,employee,1,277246.5295093036,supplementary education,education
0,351614.95457567344,56,masters degree,0,married,0,M,retiree,0,44766.23713767427,buying my own car,car
0,-144.4344488889859,48,masters degree,0,civil partnership,1,F,partner,0,186296.8719226356,wedding ceremony,wedding
0,-424.2871780868541,50,secondary education,1,married,0,F,employee,0,84089.98495902639,housing,house
1,,33,secondary education,1,unmarried,4,F,employee,1,,transactions with the residential real estate,estate
0,-3030.8905743636296,53,secondary education,1,married,0,F,partner,0,204670.33133243275,building a property,property
0,370735.7665595978,66,secondary education,1,widow / widower,2,F,retiree,0,93448.95234394916,cars,car
0,,41,masters degree,0,married,0,M,employee,0,,building a real estate,estate
1,-1593.0209942061151,41,secondary education,1,married,0,F,partner,1,115195.92428865266,buying property for renting out,property
0,-1602.7533057338276,43,MASTERS DEGREE,0,married,0,F,employee,0,375768.5307273665,transactions with the residential real estate,estate
0,-1737.797302968512,47,masters degree,0,married,0,F,civil servant,0,112197.43278636168,transactions with my real estate,estate
1,-1613.7818165405938,52,masters degree,0,married,0,M,partner,0,244888.2668475843,getting higher education,education
1,-353.45210835122634,33,secondary education,1,married,0,M,employee,0,145252.30348387937,building a property,property
0,-4237.553184244112,34,masters degree,0,married,0,F,employee,0,91587.28340784584,buy real estate,estate
1,-933.0266784972446,36,secondary education,1,married,0,M,employee,0,162557.86126927618,buy real estate,estate
0,-1380.6540284883613,32,secondary education,1,unmarried,4,M,employee,0,96311.7927027768,construction of own property,property
0,-4548.850889713617,52,secondary education,1,married,0,F,partner,0,140449.1795508656,going to university,education
0,357345.74014193186,57,secondary education,1,married,0,F,retiree,0,365418.5998117162,purchase of the house for my family,house
1,-2503.498554591813,34,secondary education,1,civil partnership,1,M,employee,0,127108.38530993648,wedding ceremony,wedding
0,,29,secondary education,1,unmarried,4,M,employee,0,,transactions with the residential real estate,estate
0,356521.9326379245,51,secondary education,1,married,0,F,retiree,0,155687.25677048165,property,property
0,-2556.549273467252,61,masters degree,0,unmarried,4,F,employee,0,122364.28810378586,to become educated,education
0,-613.7495574524396,22,secondary education,1,unmarried,4,F,partner,0,158634.96679368714,buying property for renting out,property
0,336039.9753372385,63,secondary education,1,unmarried,4,F,retiree,1,39807.468222184834,purchase of a car,car
2,-637.6469352319132,37,masters degree,0,married,0,M,employee,0,276867.2177644777,purchase of my own house,house
0,-339.1537703725732,46,secondary education,1,unmarried,4,M,employee,0,251269.98886066533,building a property,property
2,-3967.425466897098,33,secondary education,1,married,0,F,partner,0,203794.82539621613,buy residential real estate,estate
2,-1405.3201300083972,45,secondary education,1,married,0,M,employee,0,170589.31528920602,to own a car,car
0,382030.4664853468,62,secondary education,1,unmarried,4,F,retiree,0,58732.179373895975,car purchase,car
0,,26,secondary education,1,unmarried,4,F,employee,1,,housing transactions,house
0,384140.1752971245,55,secondary education,1,divorced,3,F,retiree,0,177187.84983527125,transactions with the residential real estate,estate
1,-450.82436908047777,39,masters degree,0,married,0,F,civil servant,0,207610.3348868164,to own a car,car
0,-767.9994475023868,42,secondary education,1,married,0,M,employee,0,92308.5482250154,car,car
1,-6637.233109543591,33,secondary education,1,married,0,M,employee,0,249970.32045620555,transactions with the residential real estate,estate
0,-175.76114277112418,37,secondary education,1,married,0,M,partner,0,169388.23064974038,buying my own car,car
0,-2229.7592416840707,44,secondary education,1,civil partnership,1,F,employee,0,107832.39196645327,education,education
1,-2997.4928395543543,29,masters degree,0,married,0,F,employee,1,65684.84031217317,purchase of my own house,house
1,-832.7514840015773,38,primary education,3,married,0,F,partner,0,134012.00356738426,buy residential real estate,estate
1,-850.0129657356645,23,bachelor degree,2,married,0,F,partner,0,249089.3584308664,housing transactions,house
0,-3878.84791805062,54,primary education,3,divorced,3,F,employee,0,71563.19668565638,car,car
0,-1748.1833573276615,41,masters degree,0,married,0,M,employee,0,120218.7244832122,to become educated,education
1,,31,secondary education,1,married,0,M,partner,0,,to own a car,car
0,-3662.266225395404,50,secondary education,1,married,0,F,partner,0,104476.40950444712,purchase of my own house,house
0,-3944.0509502215778,42,masters degree,0,married,0,M,partner,0,290531.7641389121,property renovation,property
0,,46,secondary education,1,unmarried,4,F,employee,0,,second-hand car purchase,car
0,-1478.0924671735677,0,masters degree,0,unmarried,4,F,employee,0,157362.97095173024,getting higher education,education
0,-3048.082750618093,37,secondary education,1,civil partnership,1,F,employee,0,119489.12072153982,car,car
1,-8135.135461933529,45,secondary education,1,unmarried,4,F,employee,0,82978.36298982184,purchase of a car,car
0,-2397.8624684249803,48,Secondary Education,1,unmarried,4,F,partner,1,142949.19323138506,buy commercial real estate,estate
0,394992.2899763371,63,masters degree,0,married,0,F,retiree,0,57168.826704259714,buying my own car,car
2,-5336.737477872493,36,primary education,3,married,0,M,partner,0,104503.4740827974,going to university,education
0,-1033.1623769358275,29,masters degree,0,unmarried,4,M,employee,1,167869.46720263225,getting an education,education
0,-201.9311655304776,40,masters degree,0,unmarried,4,F,partner,0,285237.8207249785,getting higher education,education
0,-4236.274242679046,44,secondary education,1,civil partnership,1,F,employee,0,118284.44549529572,to have a wedding,wedding
0,-5582.828856381664,51,secondary education,1,married,0,M,employee,0,122973.18442936474,supplementary education,education
1,-302.692460495732,45,secondary education,1,unmarried,4,M,employee,0,308107.81457900297,to buy a car,car
0,-2382.496567273925,55,secondary education,1,married,0,M,employee,0,225104.9487569689,car purchase,car
0,-843.2476711780797,37,primary education,3,unmarried,4,M,employee,0,104333.48284561328,profile education,education
1,-2616.725738372815,40,secondary education,1,unmarried,4,F,employee,0,59512.29969795147,second-hand car purchase,car
0,-2462.4218340618327,44,secondary education,1,married,0,F,civil servant,0,137087.4774423608,buy commercial real estate,estate
0,-838.2795183898421,28,secondary education,1,unmarried,4,M,partner,0,224742.7330644224,purchase of the house for my family,house
